,game_id,starting_nfelo_home,starting_nfelo_away,hfa_mod,home_bye_mod,away_bye_mod,div_game_mod,dif_surface_mod,home_time_advantage_mod,home_538_qb_adj,away_538_qb_adj,home_net_qb_mod,home_net_bye_mod,nfelo_dif_base,nfelo_dif_open,nfelo_dif_close,nfelo_home_line_open,nfelo_home_line_close,nfelo_home_probability_close,nfelo_home_probability_open,nfelo_home_cover_prob_close,nfelo_home_push_prob_close,nfelo_home_loss_prob_close,nfelo_away_cover_prob_close,nfelo_away_push_prob_close,nfelo_away_loss_prob_close,home_open_ev,away_open_ev,home_close_ev,away_close_ev,home_clv_from_open,away_clv_from_open,home_line_open,home_line_open_price,away_line_open_price,home_line_close,home_line_close_price,away_line_close_price,total_line_open,under_price_open,over_price_open,total_line_close,under_price_close,over_price_close,home_implied_win_probability_open,home_implied_win_probability_close,hfa_base_mod
392,2010_09_NYG_SEA,1459.5291,1558.8295,25.075,0.0,-48.625,-0.0,0.0,11.2,22.2088,7.5722,14.6366,48.625,-59.5889,-150.5575,-123.8001,5.5,4.5,0.329,0.2959,0.5671,0.0761,0.3568,0.3568,0.0761,0.5671,0.2191,-0.3077,0.1587,-0.2427,0.1122,-0.1122,8.0,,,7.0,,,,,,40.5,-105.0,-105.0,0.2258,0.2538,62.5
393,2010_09_KC_OAK,1431.6972,1506.9702,34.3,0.0,-0.0,-28.2,0.0,0.0,12.2073,8.1819,4.0254,0.0,-36.9476,-0.0004,-26.768,0.0,1.0,0.4616,0.5,0.4636,0.0729,0.4636,0.4636,0.0729,0.4636,-0.0435,-0.0473,-0.0421,-0.0421,-0.0734,0.0734,0.0,,,1.0,-110.0,-110.0,,,,41.0,-108.0,-102.0,0.5,0.4616,62.5
394,2010_09_IND_PHI,1546.5248,1649.2858,102.225,17.925,-0.0,-0.0,21.8,0.0,-17.8158,10.9243,-28.7401,17.925,-29.2761,-6.8568,66.9541,0.5,-2.5,0.5952,0.4901,0.4008,0.0992,0.5,0.5,0.0992,0.4008,-0.0847,-0.0041,-0.1356,0.0537,0.1892,-0.1938,-1.0,,,-3.0,-120.0,100.0,,,,46.5,102.0,-113.0,0.5384,0.6135,62.5
395,2010_09_DAL_GB,1612.6649,1542.8909,84.3,0.0,-0.0,-0.0,21.8,0.0,-7.3898,-108.4127,101.0229,0.0,255.0969,214.1157,200.7078,-8.0,-7.5,0.7605,0.7743,0.5,0.0,0.5,0.5,0.0,0.5,-0.0441,-0.0441,-0.0455,-0.0455,-0.0304,0.0306,-8.0,,,-7.5,,,,,,46.0,102.0,-112.0,0.7742,0.7605,62.5
396,2010_09_PIT_CIN,1492.2549,1589.4845,56.1,0.0,-0.0,-28.2,21.8,0.0,12.0256,56.778,-44.7524,0.0,-85.8819,-80.2721,-133.7868,3.0,5.0,0.3164,0.3865,0.4892,0.0216,0.4892,0.4892,0.0216,0.4892,-0.0403,-0.0403,-0.0445,-0.0445,-0.1817,0.18,3.0,,,5.0,-110.0,-110.0,,,,41.5,101.0,-111.0,0.3865,0.3164,62.5
397,2010_10_BAL_ATL,1585.0374,1624.6859,62.5,0.0,-0.0,-0.0,0.0,0.0,16.5419,19.2417,-2.6998,0.0,20.1517,0.0,26.7574,-0.0,-1.0,0.5384,0.5,0.4616,0.0769,0.4616,0.4616,0.0769,0.4616,-0.0435,-0.0473,-0.042,-0.042,0.0734,-0.0734,0.0,,,-1.0,-110.0,-110.0,,,,43.5,-113.0,102.0,0.5,0.5384,62.5
398,2010_10_DET_BUF,1378.9713,1409.5221,62.5,0.0,-0.0,-0.0,0.0,0.0,19.3336,7.446,11.8876,0.0,43.8368,66.8934,40.136,-2.5,-1.5,0.5575,0.5951,0.5,0.0,0.5,0.5,0.0,0.5,-0.0455,-0.0455,-0.0455,-0.0455,-0.0451,0.0451,-2.5,,,-1.5,-110.0,-110.0,,,,45.0,104.0,-115.0,0.5951,0.5575,62.5
399,2010_10_MIN_CHI,1506.5849,1554.5347,56.1,0.0,-0.0,-28.2,21.8,0.0,2.7342,-10.527,13.2611,0.0,21.4113,0.0,-26.7574,-0.0,1.0,0.4616,0.5,0.4636,0.0729,0.4636,0.4636,0.0729,0.4636,-0.0435,-0.0473,-0.0421,-0.0421,-0.0734,0.0734,0.0,,,1.0,-110.0,-110.0,,,,41.0,-103.0,-107.0,0.5,0.4616,62.5
400,2010_10_NYJ_CLE,1401.0607,1608.2553,84.3,0.0,-0.0,-0.0,21.8,0.0,20.3728,3.7884,16.5844,0.0,-106.3103,-80.2721,-93.6508,3.0,3.5,0.3684,0.3865,0.5,0.0,0.5,0.5,0.0,0.5,-0.0403,-0.0403,-0.0455,-0.0455,-0.0881,0.086,3.0,,,3.5,,,,,,37.0,-103.0,-107.0,0.3865,0.3684,62.5
401,2010_10_CIN_IND,1637.0584,1480.9666,62.5,0.0,-0.0,-0.0,0.0,0.0,2.4076,10.0485,-7.6409,0.0,210.9509,253.3947,190.5817,-9.5,-7.0,0.7497,0.8113,0.456,0.0879,0.456,0.456,0.0879,0.456,-0.0455,-0.0455,-0.0415,-0.0415,-0.1821,0.1821,-9.5,,,-7.0,-105.0,-115.0,,,,47.0,-104.0,-106.0,0.812,0.7462,62.5
402,2010_10_HOU_JAX,1414.3833,1498.5225,63.425,17.925,-0.0,-28.2,0.0,11.2,7.3299,-10.3365,17.6665,17.925,-3.0478,0.0,26.7574,-0.0,-1.0,0.5384,0.5,0.4616,0.0769,0.4616,0.4616,0.0769,0.4616,-0.0435,-0.0473,-0.042,-0.042,0.0734,-0.0734,0.0,,,-1.0,,,,,,48.0,-101.0,-109.0,0.5,0.5384,62.5
403,2010_10_TEN_MIA,1570.5021,1566.623,25.075,0.0,-48.625,-0.0,0.0,11.2,5.6621,-40.6141,46.2762,48.625,75.2303,45.1307,69.2832,-1.5,-2.5,0.5984,0.5646,0.5521,0.0463,0.4016,0.4016,0.0463,0.5521,0.0798,-0.1706,0.1003,-0.187,0.0734,-0.0734,0.0,,,-1.0,-115.0,-105.0,,,,43.0,104.0,-115.0,0.5,0.5384,62.5
404,2010_10_CAR_TB,1391.9132,1372.0626,34.3,0.0,-0.0,-28.2,0.0,0.0,17.4103,3.7577,13.6527,0.0,67.8033,163.9361,123.8001,-6.0,-4.5,0.671,0.7198,0.3568,0.0761,0.5671,0.5671,0.0761,0.3568,-0.2981,0.2072,-0.2427,0.1587,-0.1403,0.1403,-8.5,,,-7.0,-105.0,-115.0,,,,36.5,-110.0,100.0,0.7874,0.7462,62.5
405,2010_10_KC_DEN,1406.6399,1497.8194,63.425,17.925,-0.0,-28.2,0.0,11.2,14.8091,9.2925,5.5167,17.925,-22.2379,-0.0,-26.7574,0.0,1.0,0.4616,0.5,0.4636,0.0729,0.4636,0.4636,0.0729,0.4636,-0.0435,-0.0473,-0.0421,-0.0421,-0.0734,0.0734,0.0,,,1.0,-110.0,-110.0,,,,44.0,102.0,-112.0,0.5,0.4616,62.5
406,2010_10_SEA_ARI,1425.8415,1401.6122,56.1,0.0,-0.0,-28.2,21.8,0.0,-26.7478,-14.142,-12.6058,0.0,67.7234,80.2721,93.6508,-3.0,-3.5,0.6316,0.6135,0.5,0.0,0.5,0.5,0.0,0.5,-0.0403,-0.0403,-0.0455,-0.0455,0.0874,-0.0894,-3.0,,,-3.5,,,,,,41.0,-104.0,-106.0,0.6135,0.6316,62.5
407,2010_10_DAL_NYG,1616.871,1530.5592,23.1,0.0,-0.0,-28.2,0.0,-11.2,16.2974,-106.1526,122.45,0.0,231.8619,297.7229,270.9656,-11.0,-10.0,0.8263,0.8473,0.4145,0.0,0.5855,0.5855,0.0,0.4145,-0.19,0.0991,-0.2086,0.1177,-0.0769,0.0769,-13.5,,,-12.5,,,,,,46.0,100.0,-110.0,0.8889,0.8727,62.5
408,2010_10_LAR_SF,1511.5644,1378.7922,25.4,17.925,-48.625,-28.2,21.8,0.0,-11.7947,12.4257,-24.2204,66.55,133.9518,155.3031,133.9518,-6.0,-5.0,0.6838,0.7097,0.4892,0.0216,0.4892,0.4892,0.0216,0.4892,-0.1668,0.0834,-0.0445,-0.0445,-0.1836,0.1827,-7.0,,,-5.0,,,,,,38.5,-107.0,-103.0,0.7462,0.6836,62.5
409,2010_10_NE_PIT,1599.5542,1609.1719,84.3,0.0,-0.0,-0.0,21.8,0.0,51.4946,-0.5576,52.0521,0.0,126.7345,107.0294,120.4081,-4.0,-4.5,0.6667,0.6493,0.5,0.0,0.5,0.5,0.0,0.5,-0.0435,-0.0435,-0.0455,-0.0455,0.0333,-0.0339,-4.0,,,-4.5,,,,,,44.5,-105.0,-105.0,0.6493,0.6667,62.5
410,2010_10_PHI_WAS,1445.6501,1562.1395,52.225,17.925,-0.0,-28.2,0.0,0.0,-12.9418,-9.9249,-3.0169,17.925,-67.2813,-80.2721,-80.2721,3.0,3.0,0.3865,0.3865,0.4428,0.1145,0.4428,0.4428,0.1145,0.4428,-0.0403,-0.0403,-0.0403,-0.0403,0.0,0.0,3.0,,,3.0,100.0,-120.0,,,,43.5,-108.0,-102.0,0.3865,0.3865,62.5
411,2010_11_CHI_MIA,1579.2027,1516.2504,51.3,0.0,-0.0,-0.0,0.0,-11.2,-2.9365,6.6503,-9.5868,0.0,104.6655,62.7888,104.0041,-2.5,-4.0,0.6454,0.5894,0.6087,0.0,0.3913,0.3913,0.0,0.6087,0.1272,-0.2179,0.162,-0.2529,0.1815,-0.1815,0.0,,,-2.5,-110.0,-110.0,,,,40.0,101.0,-111.0,0.5,0.5951,62.5
412,2010_11_BAL_CAR,1331.7154,1621.2109,84.3,0.0,-0.0,-0.0,21.8,0.0,-8.491,21.0028,-29.4938,0.0,-234.6893,-267.5736,-361.2243,10.0,13.5,0.1111,0.1765,0.5,0.0,0.5,0.5,0.0,0.5,-0.0424,-0.0424,-0.0455,-0.0455,-0.2263,0.2253,10.0,,,13.5,-110.0,-110.0,,,,37.0,100.0,-110.0,0.1765,0.1111,62.5
413,2010_11_BUF_CIN,1490.331,1381.0229,62.5,0.0,-0.0,-0.0,0.0,0.0,8.9294,16.0294,-7.1,0.0,164.7081,133.7868,120.4081,-5.0,-4.5,0.6667,0.6836,0.5,0.0,0.5,0.5,0.0,0.5,-0.0445,-0.0445,-0.0455,-0.0455,-0.0206,0.0206,-5.0,,,-4.5,,,,,,41.0,104.0,-115.0,0.6836,0.6667,62.5
414,2010_11_DET_DAL,1542.4792,1405.932,51.3,0.0,-0.0,-0.0,0.0,-11.2,-89.0899,9.4256,-98.5154,0.0,89.3318,163.9361,92.2566,-6.0,-3.5,0.6297,0.7198,0.438,0.0,0.562,0.562,0.0,0.438,-0.2981,0.2072,-0.1637,0.0728,-0.2875,0.2875,-8.5,,,-5.5,-110.0,-110.0,,,,47.5,102.0,-113.0,0.7874,0.7,62.5
415,2010_11_CLE_JAX,1427.6119,1396.8668,62.5,0.0,-0.0,-0.0,0.0,0.0,16.8027,20.5222,-3.7195,0.0,89.5255,69.151,88.5748,-2.5,-3.5,0.6248,0.5982,0.5877,0.0,0.4123,0.4123,0.0,0.5877,0.0538,-0.1447,0.1221,-0.213,0.096,-0.096,-1.5,,,-2.5,-115.0,-105.0,,,,43.0,-106.0,-104.0,0.5575,0.5951,62.5
416,2010_11_ARI_KC,1485.9247,1413.7329,73.7,0.0,-0.0,-0.0,0.0,11.2,22.3491,-24.7336,47.0827,0.0,192.9746,227.4375,187.3034,-8.5,-7.0,0.7462,0.7874,0.456,0.0881,0.456,0.456,0.0881,0.456,-0.0455,-0.0455,-0.0415,-0.0415,-0.1403,0.1403,-8.5,,,-7.0,-115.0,-105.0,,,,45.0,100.0,-110.0,0.7874,0.7462,62.5
417,2010_11_GB_MIN,1544.5555,1624.9735,7.475,0.0,-48.625,-28.2,21.8,0.0,-18.0581,4.2935,-22.3516,48.625,-95.2945,-67.8728,-95.2491,2.5,3.5,0.3663,0.4035,0.4072,0.0928,0.5,0.5,0.0928,0.4072,-0.1813,0.0944,-0.1298,0.0473,-0.1907,0.1864,1.0,,,3.0,-110.0,-110.0,,,,45.0,103.0,-114.0,0.4616,0.3865,62.5
418,2010_11_HOU_NYJ,1612.6972,1487.2911,95.5,0.0,-0.0,-0.0,21.8,11.2,10.3807,-2.2561,12.6368,0.0,233.5429,214.0589,173.9228,-8.0,-6.5,0.7313,0.7742,0.5,0.0,0.5,0.5,0.0,0.5,-0.0441,-0.0441,-0.0455,-0.0455,-0.1895,0.1892,-8.0,,,-6.5,-110.0,-110.0,,,,46.0,103.0,-114.0,0.7742,0.7313,62.5
419,2010_11_OAK_PIT,1588.3631,1439.7653,47.425,0.0,-48.625,-0.0,0.0,33.55,51.8194,7.565,44.2543,48.625,240.2771,254.1949,187.3015,-9.5,-7.0,0.7462,0.812,0.456,0.0881,0.456,0.456,0.0881,0.456,-0.0455,-0.0455,-0.0415,-0.0415,-0.1821,0.1821,-9.5,,,-7.0,-110.0,-110.0,,,,41.0,102.0,-113.0,0.812,0.7462,62.5
420,2010_11_WAS_TEN,1557.6767,1428.2245,51.3,0.0,-0.0,-0.0,0.0,-11.2,6.6549,-13.9679,20.6228,0.0,201.375,214.0589,187.3015,-8.0,-7.0,0.7462,0.7742,0.456,0.0881,0.456,0.456,0.0881,0.456,-0.0441,-0.0441,-0.0415,-0.0415,-0.1122,0.1122,-8.0,,,-7.0,-105.0,-115.0,,,,44.0,100.0,-110.0,0.7742,0.7462,62.5
421,2010_11_SEA_NO,1629.7571,1413.6204,80.425,17.925,-0.0,-0.0,0.0,-0.0,1.2924,-3.6528,4.9452,17.925,301.5069,332.3524,301.4881,-12.5,-11.5,0.8501,0.8714,0.5,0.0292,0.4708,0.4708,0.0292,0.5,-0.0822,-0.0051,-0.0162,-0.072,-0.108,0.1078,-13.0,,,-11.0,-110.0,-110.0,,,,44.5,101.0,-111.0,0.881,0.8448,62.5
422,2010_11_TB_SF,1508.8541,1432.7649,73.7,0.0,-0.0,-0.0,0.0,11.2,-6.3202,25.2464,-31.5667,0.0,118.2225,80.2734,93.6548,-3.0,-3.5,0.6316,0.6135,0.5,0.0,0.5,0.5,0.0,0.5,-0.0403,-0.0403,-0.0455,-0.0455,0.0874,-0.0894,-3.0,,,-3.5,-110.0,-110.0,,,,41.0,-108.0,-102.0,0.6135,0.6316,62.5
423,2010_11_ATL_LAR,1381.9585,1590.2896,73.7,0.0,-0.0,-0.0,0.0,11.2,16.538,23.8076,-7.2696,0.0,-141.9007,-117.2431,-131.3614,4.5,5.0,0.3195,0.3374,0.4536,0.0,0.5464,0.5464,0.0,0.4536,-0.1916,0.1088,-0.1341,0.0432,-0.0881,0.086,3.0,,,3.5,-115.0,-105.0,,,,43.0,-105.0,-105.0,0.3865,0.3684,62.5
424,2010_11_IND_NE,1620.5381,1626.9934,62.5,0.0,-0.0,-0.0,0.0,0.0,11.1457,-5.9944,17.1402,0.0,73.1849,80.2721,107.0294,-3.0,-4.0,0.6493,0.6135,0.479,0.042,0.479,0.479,0.042,0.479,-0.0403,-0.0403,-0.0435,-0.0435,0.1254,-0.1276,-3.0,,,-4.0,-115.0,-105.0,,,,49.5,105.0,-116.0,0.6135,0.6493,62.5
425,2010_11_NYG_PHI,1579.8346,1604.8745,56.1,0.0,-0.0,-28.2,21.8,0.0,14.236,21.3569,-7.1209,0.0,23.9391,46.4781,64.8717,-1.5,-2.5,0.5923,0.5665,0.4007,0.0,0.5993,0.5993,0.0,0.4007,-0.1771,0.0949,-0.2351,0.1442,0.0874,-0.0894,-3.0,,,-3.5,,,,,,47.5,103.0,-114.0,0.6135,0.6316,62.5
426,2010_11_DEN_LAC,1606.1287,1418.7911,63.425,17.925,-0.0,-28.2,0.0,11.2,10.3106,24.3664,-14.0559,17.925,236.7067,254.1949,240.8162,-9.5,-9.0,0.8,0.812,0.4881,0.0238,0.4881,0.4881,0.0238,0.4881,-0.0455,-0.0455,-0.0444,-0.0444,-0.0227,0.0227,-9.5,,,-9.0,100.0,-120.0,,,,50.0,100.0,-110.0,0.812,0.8,62.5
427,2010_12_NE_DET,1382.4885,1624.8474,62.5,0.0,-0.0,-0.0,0.0,0.0,10.9874,10.4744,0.513,0.0,-179.3459,-201.184,-179.3439,7.5,6.5,0.2626,0.239,0.5,0.0,0.5,0.5,0.0,0.5,0.0155,-0.1064,-0.0455,-0.0455,0.2151,-0.2151,8.5,,,6.5,,,,,,50.5,104.0,-115.0,0.2126,0.2687,62.5
428,2010_12_NO_DAL,1565.9161,1634.6622,62.5,0.0,-0.0,-0.0,0.0,0.0,-72.8909,6.952,-79.8429,0.0,-86.0891,-80.2721,-120.4081,3.0,4.5,0.3333,0.3865,0.5,0.0,0.5,0.5,0.0,0.5,-0.0403,-0.0403,-0.0455,-0.0455,-0.1551,0.1531,3.0,,,4.5,-110.0,-110.0,,,,48.0,-101.0,-109.0,0.3865,0.3333,62.5
429,2010_12_CIN_NYJ,1595.1856,1465.5088,62.5,0.0,-0.0,-0.0,0.0,0.0,13.7309,8.5301,5.2007,0.0,197.3775,230.8158,215.9126,-8.5,-8.0,0.7761,0.7906,0.3958,0.0649,0.5393,0.5393,0.0649,0.3958,-0.2194,0.1285,-0.1795,0.0945,-0.0647,0.0647,-10.5,,,-10.0,-110.0,-110.0,,,,43.0,102.0,-113.0,0.8344,0.8235,62.5
430,2010_12_GB_ATL,1600.4141,1637.6439,95.5,0.0,-0.0,-0.0,21.8,11.2,28.9212,10.6486,18.2725,0.0,76.5427,45.918,76.3297,-1.5,-3.0,0.6081,0.5657,0.5569,0.0271,0.416,0.416,0.0271,0.5569,0.082,-0.1727,0.0903,-0.1787,0.1459,-0.1459,0.0,,,-2.0,,,,,,47.5,-101.0,-109.0,0.5,0.5764,62.5
431,2010_12_PIT_BUF,1405.9222,1600.2748,84.3,0.0,-0.0,-0.0,21.8,0.0,23.7087,62.9251,-39.2165,0.0,-149.2691,-160.5441,-173.9228,6.0,6.5,0.2687,0.2841,0.5,0.0,0.5,0.5,0.0,0.5,-0.0432,-0.0432,-0.0455,-0.0455,-0.0432,0.0428,6.0,,,6.5,,,,,,43.5,-105.0,-105.0,0.2841,0.2687,62.5
432,2010_12_CAR_CLE,1392.7645,1284.1839,62.5,0.0,-0.0,-0.0,0.0,0.0,-25.5434,9.9662,-35.5096,0.0,135.571,230.8295,150.5575,-8.5,-5.5,0.7041,0.7906,0.3497,0.0247,0.6256,0.6256,0.0247,0.3497,-0.246,0.1578,-0.3077,0.2191,-0.2265,0.2262,-11.0,,,-8.0,-110.0,-110.0,,,,37.5,102.0,-113.0,0.8448,0.7742,62.5
433,2010_12_TEN_HOU,1504.8173,1544.6131,34.3,0.0,-0.0,-28.2,0.0,0.0,-1.3835,-71.8752,70.4917,0.0,64.9959,123.8001,72.3549,-4.5,-2.5,0.6026,0.671,0.351,0.0162,0.6328,0.6328,0.0162,0.351,-0.2427,0.1587,-0.3137,0.2242,-0.1836,0.1827,-7.0,,,-5.0,,,,,,46.5,-108.0,-102.0,0.7462,0.6836,62.5
434,2010_12_JAX_NYG,1581.9047,1430.0424,84.3,0.0,-0.0,-0.0,21.8,0.0,16.0317,7.8747,8.157,0.0,244.3193,267.5736,200.6802,-10.0,-7.5,0.7605,0.8235,0.5,0.0,0.5,0.5,0.0,0.5,-0.0424,-0.0424,-0.0455,-0.0455,-0.1669,0.1664,-10.0,,,-7.5,-105.0,-115.0,,,,42.5,102.0,-113.0,0.8235,0.7605,62.5
435,2010_12_MIN_WAS,1441.2059,1531.8159,95.5,0.0,-0.0,-0.0,21.8,11.2,-9.6648,-22.1804,12.5156,0.0,17.4056,26.7574,-53.5147,-1.0,2.0,0.4236,0.5384,0.4868,0.0264,0.4868,0.4868,0.0264,0.4868,-0.042,-0.042,-0.0443,-0.0443,-0.1684,0.1633,-1.0,,,2.0,,,,,,43.5,-108.0,-102.0,0.5384,0.4236,62.5
436,2010_12_MIA_OAK,1427.7435,1556.8727,73.7,0.0,-0.0,-0.0,0.0,11.2,-27.5985,12.7269,-40.3254,0.0,-95.7545,-57.4431,54.4065,2.0,-2.0,0.5777,0.4181,0.3896,0.0972,0.5132,0.5132,0.0972,0.3896,-0.1999,0.1091,-0.1591,0.077,0.2167,-0.2167,0.0,,,-3.0,100.0,-120.0,,,,38.0,-104.0,-106.0,0.5,0.6135,62.5
437,2010_12_KC_SEA,1410.1324,1495.6132,84.3,0.0,-0.0,-0.0,21.8,0.0,13.105,24.922,-11.817,0.0,-12.9977,0.0,-53.5147,-0.0,2.0,0.4236,0.5,0.4868,0.0264,0.4868,0.4868,0.0264,0.4868,-0.0435,-0.0473,-0.0443,-0.0443,-0.1459,0.1459,0.0,,,2.0,,,,,,45.0,-110.0,100.0,0.5,0.4236,62.5
438,2010_12_TB_BAL,1667.9696,1453.7879,84.3,0.0,-0.0,-0.0,21.8,0.0,24.1915,24.1542,0.0373,0.0,298.519,256.9349,201.0652,-9.5,-7.5,0.7609,0.8144,0.5,0.0,0.5,0.5,0.0,0.5,-0.0455,-0.0455,-0.0455,-0.0455,-0.1065,0.1065,-9.5,,,-7.5,-110.0,-110.0,,,,41.0,-114.0,103.0,0.812,0.7605,62.5
439,2010_12_PHI_CHI,1538.4842,1602.4487,73.7,0.0,-0.0,-0.0,0.0,11.2,3.3408,14.4953,-11.1546,0.0,-1.4191,-32.9682,-32.9682,1.0,1.0,0.4527,0.4527,0.5669,0.0872,0.346,0.346,0.0872,0.5669,0.1694,-0.2524,0.1694,-0.2524,0.0,0.0,3.0,,,3.0,-110.0,-110.0,,,,41.5,100.0,-110.0,0.3865,0.3865,62.5
440,2010_12_LAR_DEN,1409.7052,1371.867,95.5,0.0,-0.0,-0.0,21.8,11.2,16.5422,20.9568,-4.4146,0.0,128.9236,107.0294,80.2721,-4.0,-3.0,0.6135,0.6493,0.4428,0.1145,0.4428,0.4428,0.1145,0.4428,-0.0435,-0.0435,-0.0403,-0.0403,-0.1451,0.1447,-4.0,,,-3.0,-120.0,100.0,,,,46.5,-110.0,100.0,0.6493,0.6135,62.5
441,2010_12_LAC_IND,1624.391,1615.2564,50.75,0.0,-0.0,-0.0,21.8,-33.55,0.6063,10.3904,-9.7841,0.0,50.1006,66.8934,53.5147,-2.5,-2.0,0.5764,0.5951,0.4868,0.0264,0.4868,0.4868,0.0264,0.4868,-0.0455,-0.0455,-0.0443,-0.0443,-0.0252,0.0252,-2.5,,,-2.0,-115.0,-105.0,,,,50.0,100.0,-110.0,0.5951,0.5764,62.5
442,2010_12_SF_ARI,1404.2779,1487.5144,23.1,0.0,-0.0,-28.2,0.0,-11.2,-16.7424,-12.839,-3.9034,0.0,-64.0399,-38.4176,-64.0285,1.5,2.5,0.4089,0.4449,0.4529,0.0471,0.5,0.5,0.0471,0.4529,-0.1486,0.0578,-0.0883,0.0016,-0.1459,0.1459,0.0,,,2.0,-110.0,-110.0,,,,41.5,102.0,-112.0,0.5,0.4236,62.5
443,2010_13_HOU_PHI,1598.7414,1534.7484,51.3,0.0,-0.0,-0.0,0.0,-11.2,17.0511,-0.8066,17.8577,0.0,133.1507,165.522,165.522,-6.0,-6.0,0.7217,0.7217,0.3678,0.0258,0.6064,0.6064,0.0258,0.3678,-0.272,0.1835,-0.272,0.1835,0.0,0.0,-8.0,,,-8.0,-110.0,-110.0,,,,51.0,-103.0,-107.0,0.7742,0.7742,62.5
444,2010_13_NO_CIN,1442.8538,1638.7129,73.7,0.0,-0.0,-0.0,0.0,11.2,-3.3129,0.2386,-3.5515,0.0,-125.7105,-161.0587,-129.1778,6.0,5.0,0.3222,0.2835,0.5572,0.0,0.4428,0.4428,0.0,0.5572,0.1841,-0.2726,0.0637,-0.1546,0.1892,-0.1895,8.0,,,6.5,-110.0,-110.0,,,,45.0,-105.0,-105.0,0.2258,0.2687,62.5
445,2010_13_CHI_DET,1371.6657,1545.3025,67.3,0.0,-0.0,-28.2,21.8,11.2,-31.9912,11.2077,-43.1989,0.0,-149.5357,-120.4081,-147.1655,4.5,5.5,0.3,0.3333,0.5,0.0,0.5,0.5,0.0,0.5,-0.0455,-0.0455,-0.0455,-0.0455,-0.0387,0.0387,4.5,,,5.5,,,,,,43.0,100.0,-110.0,0.3333,0.3,62.5
446,2010_13_SF_GB,1638.9789,1499.2333,84.875,0.0,-0.0,-0.0,0.0,22.375,18.5072,-15.6182,34.1253,0.0,258.7459,294.3309,240.8167,-11.0,-9.0,0.8,0.8448,0.4881,0.0238,0.4881,0.4881,0.0238,0.4881,-0.044,-0.044,-0.0444,-0.0444,-0.1804,0.1802,-11.0,,,-9.0,100.0,-120.0,,,,41.0,-106.0,-104.0,0.8448,0.8,62.5
447,2010_13_DEN_KC,1518.8964,1391.9181,45.5,0.0,-0.0,-28.2,0.0,11.2,35.58,20.1202,15.4599,0.0,187.9382,214.0589,227.4375,-8.0,-8.5,0.7874,0.7742,0.5,0.0,0.5,0.5,0.0,0.5,-0.0441,-0.0441,-0.0455,-0.0455,0.0243,-0.0247,-8.0,,,-8.5,,,,,,48.0,-108.0,-102.0,0.7742,0.7874,62.5
448,2010_13_CLE_MIA,1567.1975,1386.2917,62.5,0.0,-0.0,-0.0,0.0,0.0,12.9585,-23.6388,36.5974,0.0,280.0032,183.9095,210.6669,-7.0,-8.0,0.7708,0.7424,0.6227,0.0,0.3773,0.3773,0.0,0.6227,0.1452,-0.2361,0.1888,-0.2797,0.0391,-0.0391,-4.5,,,-5.5,,,,,,43.5,104.0,-115.0,0.6667,0.7,62.5
449,2010_13_BUF_MIN,1551.36,1411.1368,51.3,0.0,-0.0,-0.0,0.0,-11.2,-24.3684,20.1854,-44.5537,0.0,146.9695,168.4632,146.9695,-6.5,-5.5,0.6997,0.7251,0.5,0.0,0.5,0.5,0.0,0.5,-0.2097,0.1188,-0.0455,-0.0455,-0.2403,0.2403,-7.5,,,-5.5,,,,,,43.5,102.0,-113.0,0.7605,0.7,62.5
450,2010_13_WAS_NYG,1569.9641,1421.5504,56.1,0.0,-0.0,-28.2,21.8,0.0,15.8102,-13.6281,29.4383,0.0,233.952,227.4375,200.6802,-8.5,-7.5,0.7605,0.7874,0.5,0.0,0.5,0.5,0.0,0.5,-0.0455,-0.0455,-0.0455,-0.0455,-0.061,0.061,-8.5,,,-7.5,-110.0,-110.0,,,,43.0,102.0,-113.0,0.7874,0.7605,62.5
451,2010_13_JAX_TEN,1514.1401,1442.5447,23.1,0.0,-0.0,-28.2,0.0,-11.2,-30.0738,4.3022,-34.3759,0.0,60.3194,93.6507,80.2721,-3.5,-3.0,0.6135,0.6316,0.4428,0.1145,0.4428,0.4428,0.1145,0.4428,-0.0455,-0.0455,-0.0403,-0.0403,-0.1093,0.1093,-3.5,,,-3.0,-125.0,105.0,,,,43.5,-107.0,-103.0,0.6316,0.6135,62.5
452,2010_13_OAK_LAC,1627.8005,1417.3705,34.3,0.0,-0.0,-28.2,0.0,0.0,5.8587,-5.4384,11.2971,0.0,256.027,298.1165,284.3442,-11.0,-10.5,0.8371,0.8476,0.4079,0.0375,0.5546,0.5546,0.0375,0.4079,-0.1899,0.099,-0.1839,0.0964,-0.039,0.039,-13.5,,,-13.0,-105.0,-115.0,,,,44.5,-110.0,100.0,0.8889,0.881,62.5
453,2010_13_LAR_ARI,1392.3985,1390.6613,67.3,0.0,-0.0,-28.2,21.8,11.2,-17.5227,25.4037,-42.9265,0.0,26.1107,-16.7707,-34.6196,0.5,1.5,0.4503,0.4759,0.6195,0.0,0.3805,0.3805,0.0,0.6195,0.0984,-0.1806,0.1827,-0.2736,-0.0881,0.086,3.0,,,3.5,,,,,,43.5,-105.0,-105.0,0.3865,0.3684,62.5
