,spread_line,result,normalized_modeled_prob
4360,-27.1,-65.0,0.00013938817901964183
4361,-27.1,-64.0,0.0001701239758198294
4362,-27.1,-63.0,0.00020653383554344342
4363,-27.1,-62.0,0.0002494037646171785
4364,-27.1,-61.0,0.00029957178445056933
4365,-27.1,-60.0,0.00035791913372151606
4366,-27.1,-59.0,0.0004253584182969963
4367,-27.1,-58.0,0.0005028185098507243
4368,-27.1,-57.0,0.00059122608697372
4369,-27.1,-56.0,0.0006914838282156743
4370,-27.1,-55.0,0.000804445403406502
4371,-27.1,-54.0,0.0009308875646183107
4372,-27.1,-53.0,0.0010714798064537328
4373,-27.1,-52.0,0.001226752240602946
4374,-27.1,-51.0,0.001397062503941121
4375,-27.1,-50.0,0.0015825626837581495
4376,-27.1,-49.0,0.0017831673880890876
4377,-27.1,-48.0,0.0019985242062515933
4378,-27.1,-47.0,0.002227997613543499
4379,-27.1,-46.0,0.00247585645056339
4380,-27.1,-45.0,0.0031946456310957072
4381,-27.1,-44.0,0.009950353630099967
4382,-27.1,-43.0,0.02088528469736077
4383,-27.1,-42.0,0.01855007720991972
4384,-27.1,-41.0,0.024079897707747388
4385,-27.1,-40.0,0.012855532765217299
4386,-27.1,-39.0,0.015139810523453964
4387,-27.1,-38.0,0.029737957311309026
4388,-27.1,-37.0,0.015147512611365172
4389,-27.1,-36.0,0.006860307699484151
4390,-27.1,-35.0,0.02008583638651956
4391,-27.1,-34.0,0.04165283376647753
4392,-27.1,-33.0,0.021871055177991396
4393,-27.1,-32.0,0.02742396830686611
4394,-27.1,-31.0,0.05635714660538489
4395,-27.1,-30.0,0.028907184267535108
4396,-27.1,-29.0,0.04057206898158088
4397,-27.1,-28.0,0.08708569190329749
4398,-27.1,-27.0,0.03648043728697421
4399,-27.1,-26.0,0.009408247977686657
4400,-27.1,-25.0,0.026970035725472775
4401,-27.1,-24.0,0.05755444449912517
4402,-27.1,-23.0,0.027753786492103943
4403,-27.1,-22.0,0.021745562715853487
4404,-27.1,-21.0,0.041687580558253196
4405,-27.1,-20.0,0.019981432518278438
4406,-27.1,-19.0,0.006673356737172785
4407,-27.1,-18.0,0.014923056491517591
4408,-27.1,-17.0,0.029448746739031587
4409,-27.1,-16.0,0.014962399729389576
4410,-27.1,-15.0,0.012661548705661727
4411,-27.1,-14.0,0.023299971973867115
4412,-27.1,-13.0,0.011456787204756116
4413,-27.1,-12.0,0.004175738564077501
4414,-27.1,-11.0,0.008922442654721394
4415,-27.1,-10.0,0.017310470649544846
4416,-27.1,-9.0,0.008747736560361688
4417,-27.1,-8.0,0.007502825128789351
4418,-27.1,-7.0,0.013948277576505583
4419,-27.1,-6.0,0.006671227615378616
4420,-27.1,-5.0,0.0022006903002637986
4421,-27.1,-4.0,0.005213949847911546
4422,-27.1,-3.0,0.010537485321751045
4423,-27.1,-2.0,0.00488538742683934
4424,-27.1,-1.0,0.0012230904745919378
4425,-27.1,0.0,0.0006123471406872188
4426,-27.1,1.0,0.0009119059860607866
4427,-27.1,2.0,0.0033109448111949156
4428,-27.1,3.0,0.007121041008947087
4429,-27.1,4.0,0.0031354184274829783
4430,-27.1,5.0,0.0007097947172784317
4431,-27.1,6.0,0.002480016764588781
4432,-27.1,7.0,0.005562397119981794
4433,-27.1,8.0,0.0025020859775627038
4434,-27.1,9.0,0.002173183973557346
4435,-27.1,10.0,0.004677941336042272
4436,-27.1,11.0,0.0019673883984365533
4437,-27.1,12.0,0.0003274574664338183
4438,-27.1,13.0,0.0015908673965390266
4439,-27.1,14.0,0.003768414051867459
4440,-27.1,15.0,0.0016479631206593108
4441,-27.1,16.0,0.0014475412204221012
4442,-27.1,17.0,0.0032357139936071084
4443,-27.1,18.0,0.0013305984172123167
4444,-27.1,19.0,0.00018165168832961738
4445,-27.1,20.0,0.0010979034817877056
4446,-27.1,21.0,0.0026666137950620487
4447,-27.1,22.0,0.0010903817763286087
4448,-27.1,23.0,8.038383304650692e-05
4449,-27.1,24.0,6.4800895616056825e-06
4450,-27.1,25.0,4.303391433318627e-06
4451,-27.1,26.0,3.2504435379456412e-06
4452,-27.1,27.0,2.4429495067179923e-06
4453,-27.1,28.0,1.8263051200500068e-06
4454,-27.1,29.0,1.3580598868869281e-06
4455,-27.1,30.0,1.0045026853231363e-06
4456,-27.1,31.0,7.390430971252233e-07
4457,-27.1,32.0,5.408474936501154e-07
4458,-27.1,33.0,3.937007143286531e-07
4459,-27.1,34.0,2.850649718520237e-07
4460,-27.1,35.0,2.0530888221591293e-07
4461,-27.1,36.0,1.4708142223621109e-07
4462,-27.1,37.0,1.0480791425165109e-07
4463,-27.1,38.0,7.428762831817067e-08
4464,-27.1,39.0,5.2375122612903144e-08
4465,-27.1,40.0,3.672990001382191e-08
4466,-27.1,41.0,2.562126488020522e-08
4467,-27.1,42.0,1.777736985750565e-08
4468,-27.1,43.0,1.2269322076454505e-08
4469,-27.1,44.0,8.42286307578229e-09
4470,-27.1,45.0,5.751551686178266e-09
4471,-27.1,46.0,3.906577317480244e-09
4472,-27.1,47.0,2.639331440798543e-09
4473,-27.1,48.0,1.7736893064113703e-09
4474,-27.1,49.0,1.1856247938967766e-09
4475,-27.1,50.0,7.883210186687003e-10
4476,-27.1,51.0,5.213688110755345e-10
4477,-27.1,52.0,3.429833966152907e-10
4478,-27.1,53.0,2.2443327869195115e-10
4479,-27.1,54.0,1.460789097215466e-10
4480,-27.1,55.0,9.457446456140728e-11
4481,-27.1,56.0,6.090407774535472e-11
4482,-27.1,57.0,3.9012605733042497e-11
4483,-27.1,58.0,2.485705388581003e-11
4484,-27.1,59.0,1.575362329915562e-11
4485,-27.1,60.0,9.931100264010247e-12
4486,-27.1,61.0,6.227308543567694e-12
4487,-27.1,62.0,3.884092010099744e-12
4488,-27.1,63.0,2.4097097896341544e-12
4489,-27.1,64.0,1.4870517492785897e-12
4490,-27.1,65.0,9.127955830333874e-13
4491,-27.1,66.0,5.573231525702089e-13
4492,-27.1,67.0,3.384751175947151e-13
4493,-27.1,68.0,2.04471375251088e-13
4494,-27.1,69.0,1.2286392799836434e-13
4495,-27.1,70.0,7.343487855279816e-14
4496,-27.1,71.0,4.3658265106384416e-14
4497,-27.1,72.0,2.5817647920055837e-14
4498,-27.1,73.0,1.518633520373337e-14
4499,-27.1,74.0,8.885367540493574e-15
4500,-27.0,-75.0,1.3462498643822294e-05
4501,-27.0,-74.0,1.733945991050958e-05
4502,-27.0,-73.0,2.2214245484403287e-05
4503,-27.0,-72.0,2.830829255706052e-05
4504,-27.0,-71.0,3.5882433706921044e-05
4505,-27.0,-70.0,4.5241418629331825e-05
4506,-27.0,-69.0,5.673834262177036e-05
4507,-27.0,-68.0,7.077879816018494e-05
4508,-27.0,-67.0,8.782452910643952e-05
4509,-27.0,-66.0,0.00010839633122292459
4510,-27.0,-65.0,0.00013307590989293448
4511,-27.0,-64.0,0.0001625063787709301
4512,-27.0,-63.0,0.00019739106432065166
4513,-27.0,-62.0,0.00023849027382370183
4514,-27.0,-61.0,0.00028661569146546875
4515,-27.0,-60.0,0.0003426220913762795
4516,-27.0,-59.0,0.00040739610048996235
4517,-27.0,-58.0,0.00048184180962482844
4518,-27.0,-57.0,0.0005668631192688311
4519,-27.0,-56.0,0.0006633428170273499
4520,-27.0,-55.0,0.0007721185151145977
4521,-27.0,-54.0,0.0008939557257037936
4522,-27.0,-53.0,0.0010295185148942669
4523,-27.0,-52.0,0.0011793383464381063
4524,-27.0,-51.0,0.0013437818966744832
4525,-27.0,-50.0,0.0015230187836032141
4526,-27.0,-49.0,0.0017169902960756647
4527,-27.0,-48.0,0.00192538032657395
4528,-27.0,-47.0,0.002147599203860725
4529,-27.0,-46.0,0.002387800769813737
4530,-27.0,-45.0,0.0030837483741125264
4531,-27.0,-44.0,0.009619357982650267
4532,-27.0,-43.0,0.020197528338968786
4533,-27.0,-42.0,0.01793733423765473
4534,-27.0,-41.0,0.02328354830328864
4535,-27.0,-40.0,0.012432099372663728
4536,-27.0,-39.0,0.014636205745120576
4537,-27.0,-38.0,0.028743025644290442
4538,-27.0,-37.0,0.01464932133407775
4539,-27.0,-36.0,0.006644322613064606
4540,-27.0,-35.0,0.019404345254482924
4541,-27.0,-34.0,0.04021156966663999
4542,-27.0,-33.0,0.02113130573046664
4543,-27.0,-32.0,0.02644578009444307
4544,-27.0,-31.0,0.054286331563393846
4545,-27.0,-30.0,0.02785920758072062
4546,-27.0,-29.0,0.038808178198475124
4547,-27.0,-28.0,0.08313079498976264
4548,-27.0,-27.0,0.03722032198173234
4549,-27.0,-26.0,0.00966559308648941
4550,-27.0,-25.0,0.028079074408048507
4551,-27.0,-24.0,0.06001491751321495
4552,-27.0,-23.0,0.028903511872655937
4553,-27.0,-22.0,0.02258824704399469
4554,-27.0,-21.0,0.04333920777516475
4555,-27.0,-20.0,0.020756158046170498
4556,-27.0,-19.0,0.006910719782092262
4557,-27.0,-18.0,0.015480472810802188
4558,-27.0,-17.0,0.030570186135840904
4559,-27.0,-16.0,0.015527457049187426
4560,-27.0,-15.0,0.013134219440756302
4561,-27.0,-14.0,0.024175720399426857
4562,-27.0,-13.0,0.011887993503583588
4563,-27.0,-12.0,0.004333868624791135
4564,-27.0,-11.0,0.009256689249553302
4565,-27.0,-10.0,0.017955373806326523
4566,-27.0,-9.0,0.009077308802881686
4567,-27.0,-8.0,0.007785012613828808
4568,-27.0,-7.0,0.01446554546922536
4569,-27.0,-6.0,0.006923294393653061
4570,-27.0,-5.0,0.0022895940976033
4571,-27.0,-4.0,0.005410843801033435
4572,-27.0,-3.0,0.010925549995217205
4573,-27.0,-2.0,0.005069590110552769
4574,-27.0,-1.0,0.0012749739325141815
4575,-27.0,0.0,0.0006305480253893813
4576,-27.0,1.0,0.000951476914159623
4577,-27.0,2.0,0.0034351237755100824
4578,-27.0,3.0,0.00737993622227097
4579,-27.0,4.0,0.0032520100583778746
4580,-27.0,5.0,0.0007395672249887166
4581,-27.0,6.0,0.002571526202722981
4582,-27.0,7.0,0.005761927091671029
4583,-27.0,8.0,0.0025932993139078033
4584,-27.0,9.0,0.0022520536022091614
4585,-27.0,10.0,0.004844100445832235
4586,-27.0,11.0,0.0020382524915127506
4587,-27.0,12.0,0.00034056136777299714
4588,-27.0,13.0,0.0016476359177517068
4589,-27.0,14.0,0.00390071076856907
4590,-27.0,15.0,0.001706256473804373
4591,-27.0,16.0,0.0014985145249492354
4592,-27.0,17.0,0.0033484819201200218
4593,-27.0,18.0,0.001377230029237603
4594,-27.0,19.0,0.00018836009458485546
4595,-27.0,20.0,0.0011361016958948184
4596,-27.0,21.0,0.002758824725885469
4597,-27.0,22.0,0.001128191325094255
4598,-27.0,23.0,8.332624593944768e-05
4599,-27.0,24.0,6.837377818337052e-06
4600,-27.0,25.0,4.555878702502282e-06
4601,-27.0,26.0,3.4430132730547036e-06
4602,-27.0,27.0,2.589058473336814e-06
4603,-27.0,28.0,1.936564747562035e-06
4604,-27.0,29.0,1.4408173845720913e-06
4605,-27.0,30.0,1.0662829538194933e-06
4606,-27.0,31.0,7.849147409412849e-07
4607,-27.0,32.0,5.747234344506371e-07
4608,-27.0,33.0,4.185830685429985e-07
4609,-27.0,34.0,3.032429304965626e-07
4610,-27.0,35.0,2.1851736078197018e-07
4611,-27.0,36.0,1.5662728143803957e-07
4612,-27.0,37.0,1.1166962325420917e-07
4613,-27.0,38.0,7.919337485269422e-08
4614,-27.0,39.0,5.586358417020279e-08
4615,-27.0,40.0,3.9197184819451446e-08
4616,-27.0,41.0,2.735691269879303e-08
4617,-27.0,42.0,1.8991768779796816e-08
4618,-27.0,43.0,1.3114443357815367e-08
4619,-27.0,44.0,9.007835032638847e-09
4620,-27.0,45.0,6.154277841028616e-09
4621,-27.0,46.0,4.1823452929696976e-09
4622,-27.0,47.0,2.8271495438035937e-09
4623,-27.0,48.0,1.900919767313983e-09
4624,-27.0,49.0,1.2713493375249572e-09
4625,-27.0,50.0,8.457697025538689e-10
4626,-27.0,51.0,5.596615285720336e-10
4627,-27.0,52.0,3.683705418081123e-10
4628,-27.0,53.0,2.411739737519974e-10
4629,-27.0,54.0,1.5705873427929475e-10
4630,-27.0,55.0,1.0173721733002381e-10
4631,-27.0,56.0,6.555166453117703e-11
4632,-27.0,57.0,4.201203328027851e-11
4633,-27.0,58.0,2.6782418078209607e-11
4634,-27.0,59.0,1.6982904874855773e-11
4635,-27.0,60.0,1.0711746256437754e-11
4636,-27.0,61.0,6.7203931937475934e-12
4637,-27.0,62.0,4.1938722545816014e-12
4638,-27.0,63.0,2.603285621236094e-12
4639,-27.0,64.0,1.6073651540886864e-12
4640,-27.0,65.0,9.871732670142287e-13
4641,-27.0,66.0,6.03056954931838e-13
4642,-27.0,67.0,3.6644549117934984e-13
4643,-27.0,68.0,2.2148613359261612e-13
4644,-27.0,69.0,1.3315878041467672e-13
4645,-27.0,70.0,7.96304524488535e-14
4646,-27.0,71.0,4.736686757859359e-14
4647,-27.0,72.0,2.802568619081655e-14
4648,-27.0,73.0,1.6493922583870147e-14
4649,-27.0,74.0,9.65556643454123e-15
4650,-26.9,-75.0,1.2795349654012768e-05
4651,-26.9,-74.0,1.6488966696257882e-05
4652,-26.9,-73.0,2.1135904160095918e-05
4653,-26.9,-72.0,2.6948483371724358e-05
4654,-26.9,-71.0,3.417699963702981e-05
4655,-26.9,-70.0,4.311413194314603e-05
4656,-26.9,-69.0,5.4099277691674334e-05
4657,-26.9,-68.0,6.752263694313099e-05
4658,-26.9,-67.0,8.382883478264393e-05
4659,-26.9,-66.0,0.00010351983526719318
4660,-26.9,-65.0,0.0001271568680477229
4661,-26.9,-64.0,0.00015536106159636675
4662,-26.9,-63.0,0.00018881245772140118
4663,-26.9,-62.0,0.00022824707361728585
4664,-26.9,-61.0,0.0002744516830132249
4665,-26.9,-60.0,0.00032825600985225093
4666,-26.9,-59.0,0.0003905220688063947
4667,-26.9,-58.0,0.0004621304486828372
4668,-26.9,-57.0,0.0005439634184477393
4669,-26.9,-56.0,0.0006368848411761116
4670,-26.9,-55.0,0.0007417170074465004
4671,-26.9,-54.0,0.0008592146438267871
4672,-26.9,-53.0,0.0009900365099058152
4673,-26.9,-52.0,0.0011347151630481187
4674,-26.9,-51.0,0.0012936256364862212
4675,-26.9,-50.0,0.0014669539350971698
4676,-26.9,-49.0,0.0016546663949282088
4677,-26.9,-48.0,0.00185648107029746
4678,-26.9,-47.0,0.002071851507641975
4679,-26.9,-46.0,0.0023048234672274643
4680,-26.9,-45.0,0.0029792498603186516
4681,-26.9,-44.0,0.009307701862136699
4682,-26.9,-43.0,0.01955010579268358
4683,-26.9,-42.0,0.017360516508655496
4684,-26.9,-41.0,0.02253397541915546
4685,-26.9,-40.0,0.012033391726545944
4686,-26.9,-39.0,0.014162153087189804
4687,-26.9,-38.0,0.027806831810679358
4688,-26.9,-37.0,0.014180311387001713
4689,-26.9,-36.0,0.00644075557537669
4690,-26.9,-35.0,0.018763436539258285
4691,-26.9,-34.0,0.03885683891502455
4692,-26.9,-33.0,0.02043575632894533
4693,-26.9,-32.0,0.025527895402953894
4694,-26.9,-31.0,0.05234457778705406
4695,-26.9,-30.0,0.026877898151853145
4696,-26.9,-29.0,0.03718199900508339
4697,-26.9,-28.0,0.07949196412012387
4698,-26.9,-27.0,0.03599113903294612
4699,-26.9,-26.0,0.009933337008323438
4700,-26.9,-25.0,0.02923947572998511
4701,-26.9,-24.0,0.06259364451231572
4702,-26.9,-23.0,0.03010654880076242
4703,-26.9,-22.0,0.023465797263834468
4704,-26.9,-21.0,0.045060545984935634
4705,-26.9,-20.0,0.021562680880834725
4706,-26.9,-19.0,0.0071566319421096595
4707,-26.9,-18.0,0.01605942037666196
4708,-26.9,-17.0,0.031736136854591146
4709,-26.9,-16.0,0.01611458023893971
4710,-26.9,-15.0,0.01362501274278267
4711,-26.9,-14.0,0.025085540919046048
4712,-26.9,-13.0,0.012335860259701301
4713,-26.9,-12.0,0.004497978349959702
4714,-26.9,-11.0,0.00960372899926958
4715,-26.9,-10.0,0.018625059367630828
4716,-26.9,-9.0,0.009419604248894665
4717,-26.9,-8.0,0.00807806098682142
4718,-26.9,-7.0,0.015002598746900509
4719,-26.9,-6.0,0.007185129078135247
4720,-26.9,-5.0,0.0023820995564395476
4721,-26.9,-4.0,0.00561536919979832
4722,-26.9,-3.0,0.01132838090722685
4723,-26.9,-2.0,0.005260946369713805
4724,-26.9,-1.0,0.0013290642888148425
4725,-26.9,0.0,0.0006493124415144232
4726,-26.9,1.0,0.0009927734280615705
4727,-26.9,2.0,0.003564126864117273
4728,-26.9,3.0,0.007648597062715114
4729,-26.9,4.0,0.003373103153796115
4730,-26.9,5.0,0.0007706219293234335
4731,-26.9,6.0,0.0026665486468382617
4732,-26.9,7.0,0.0059688913542313175
4733,-26.9,8.0,0.002687974550460146
4734,-26.9,9.0,0.0023339054220623615
4735,-26.9,10.0,0.005016390162248613
4736,-26.9,11.0,0.0021117760230584697
4737,-26.9,12.0,0.0003542163594937622
4738,-26.9,13.0,0.001706515717747457
4739,-26.9,14.0,0.004037828643599602
4740,-26.9,15.0,0.0017666956730821336
4741,-26.9,16.0,0.0015513557292142924
4742,-26.9,17.0,0.0034653262430804463
4743,-26.9,18.0,0.001425560457913053
4744,-26.9,19.0,0.0001953304020726739
4745,-26.9,20.0,0.001175680561056844
4746,-26.9,21.0,0.0028543397095955932
4747,-26.9,22.0,0.0011673612343417372
4748,-26.9,23.0,8.63828093345959e-05
4749,-26.9,24.0,7.214680962540274e-06
4750,-26.9,25.0,4.8230914443314105e-06
4751,-26.9,26.0,3.6469240413070677e-06
4752,-26.9,27.0,2.7438551155198923e-06
4753,-26.9,28.0,2.0534430059898293e-06
4754,-26.9,29.0,1.528589609234272e-06
4755,-26.9,30.0,1.1318419187802824e-06
4756,-26.9,31.0,8.336181246296021e-07
4757,-26.9,32.0,6.107098609084196e-07
4758,-26.9,33.0,4.450297594355709e-07
4759,-26.9,34.0,3.225740712590237e-07
4760,-26.9,35.0,2.325712865438695e-07
4761,-26.9,36.0,1.667895895010356e-07
4762,-26.9,37.0,1.1897835605747835e-07
4763,-26.9,38.0,8.442151638654336e-08
4764,-26.9,39.0,5.958329001885008e-08
4765,-26.9,40.0,4.1829430067883505e-08
4766,-26.9,41.0,2.920959548907603e-08
4767,-26.9,42.0,2.0288748580767644e-08
4768,-26.9,43.0,1.4017517153879812e-08
4769,-26.9,44.0,9.633254791794151e-09
4770,-26.9,45.0,6.585080842308062e-09
4771,-26.9,46.0,4.4774968199692175e-09
4772,-26.9,47.0,3.028276813481557e-09
4773,-26.9,48.0,2.037238926709932e-09
4774,-26.9,49.0,1.3632467445741e-09
4775,-26.9,50.0,9.073881034103969e-10
4776,-26.9,51.0,6.007555627348157e-10
4777,-26.9,52.0,3.956294648977291e-10
4778,-26.9,53.0,2.591585636100474e-10
4779,-26.9,54.0,1.6886070861835297e-10
4780,-26.9,55.0,1.0944042182656088e-10
4781,-26.9,56.0,7.055259899462614e-11
4782,-26.9,57.0,4.524122781090315e-11
4783,-26.9,58.0,2.885638052935566e-11
4784,-26.9,59.0,1.83077695673953e-11
4785,-26.9,60.0,1.155354143264764e-11
4786,-26.9,61.0,7.252386190395332e-12
4787,-26.9,62.0,4.528275338338889e-12
4788,-26.9,63.0,2.8123595125872535e-12
4789,-26.9,64.0,1.7373805520335992e-12
4790,-26.9,65.0,1.067591683447623e-12
4791,-26.9,66.0,6.525315514200389e-13
4792,-26.9,67.0,3.967198735659177e-13
4793,-26.9,68.0,2.399122952057702e-13
4794,-26.9,69.0,1.443135671755404e-13
4795,-26.9,70.0,8.634713366779027e-14
4796,-26.9,71.0,5.138954787467066e-14
4797,-26.9,72.0,3.042200094741076e-14
4798,-26.9,73.0,1.791376455085464e-14
4799,-26.9,74.0,1.0492332758314488e-14
4800,-26.8,-75.0,1.2618281027080435e-05
4801,-26.8,-74.0,1.6269449845010525e-05
4802,-26.8,-73.0,2.0865636958630105e-05
4803,-26.8,-72.0,2.6618068215913998e-05
4804,-26.8,-71.0,3.377594650609285e-05
4805,-26.8,-70.0,4.26309126357257e-05
4806,-26.8,-69.0,5.35214461401655e-05
4807,-26.8,-68.0,6.683703204168388e-05
4808,-26.8,-67.0,8.302188329998452e-05
4809,-26.8,-66.0,0.00010257797297639566
4810,-26.8,-65.0,0.00012606709699830037
4811,-26.8,-64.0,0.00015411166028124465
4812,-26.8,-63.0,0.00018739385856096532
4813,-26.8,-62.0,0.0002266529185244846
4814,-26.8,-61.0,0.0002726800626853914
4815,-26.8,-60.0,0.00032631088578075035
4816,-26.8,-59.0,0.00038841486880273853
4817,-26.8,-58.0,0.0004598818170798169
4818,-26.8,-57.0,0.0005416050912433543
4819,-26.8,-56.0,0.0006344616045607593
4820,-26.8,-55.0,0.0007392886858256704
4821,-26.8,-54.0,0.0008568580511764784
4822,-26.8,-53.0,0.000987847286736261
4823,-26.8,-52.0,0.001132809411147716
4824,-26.8,-51.0,0.001292141255768691
4825,-26.8,-50.0,0.0014660515620889523
4826,-26.8,-49.0,0.0016545298414797733
4827,-26.8,-48.0,0.001857317164671489
4828,-26.8,-47.0,0.002073889290912244
4829,-26.8,-46.0,0.0023083351915617186
4830,-26.8,-45.0,0.002986492072144017
4831,-26.8,-44.0,0.00934506464121361
4832,-26.8,-43.0,0.01963575887251392
4833,-26.8,-42.0,0.017434703420662532
4834,-26.8,-41.0,0.02262951188324645
4835,-26.8,-40.0,0.012085800425402572
4836,-26.8,-39.0,0.014219269846918627
4837,-26.8,-38.0,0.027914041440018814
4838,-26.8,-37.0,0.014242971463639844
4839,-26.8,-36.0,0.006478230443223509
4840,-26.8,-35.0,0.018827136112626215
4841,-26.8,-34.0,0.03896260980578624
4842,-26.8,-33.0,0.020507698277432446
4843,-26.8,-32.0,0.025571673838558115
4844,-26.8,-31.0,0.05237758351429978
4845,-26.8,-30.0,0.02691126876532843
4846,-26.8,-29.0,0.03698876432428886
4847,-26.8,-28.0,0.07892977692355173
4848,-26.8,-27.0,0.035806259693610766
4849,-26.8,-26.0,0.009830532861471454
4850,-26.8,-25.0,0.029317520723665627
4851,-26.8,-24.0,0.06286045169220507
4852,-26.8,-23.0,0.030195248483858555
4853,-26.8,-22.0,0.02346993048145265
4854,-26.8,-21.0,0.045106138507237936
4855,-26.8,-20.0,0.02156634161285175
4856,-26.8,-19.0,0.007134813037881367
4857,-26.8,-18.0,0.016038979122154975
4858,-26.8,-17.0,0.031718799340816776
4859,-26.8,-16.0,0.0161004943138588
4860,-26.8,-15.0,0.013607133841893446
4861,-26.8,-14.0,0.02505932720316705
4862,-26.8,-13.0,0.012323309110914334
4863,-26.8,-12.0,0.004494071031879488
4864,-26.8,-11.0,0.009592198880553597
4865,-26.8,-10.0,0.01859945891512325
4866,-26.8,-9.0,0.009410313567874397
4867,-26.8,-8.0,0.008069562257052316
4868,-26.8,-7.0,0.01497950204373448
4869,-26.8,-6.0,0.007178815681542775
4870,-26.8,-5.0,0.002385859379508882
4871,-26.8,-4.0,0.005610331147054926
4872,-26.8,-3.0,0.011308169927729149
4873,-26.8,-2.0,0.005255981024164651
4874,-26.8,-1.0,0.0013337495325038938
4875,-26.8,0.0,0.0006437038740219087
4876,-26.8,1.0,0.000997211675118531
4877,-26.8,2.0,0.0035601306240409946
4878,-26.8,3.0,0.007631550133952764
4879,-26.8,4.0,0.003368297611263486
4880,-26.8,5.0,0.0007730461438343978
4881,-26.8,6.0,0.0026620243582603734
4882,-26.8,7.0,0.005952802974258602
4883,-26.8,8.0,0.0026822639579264034
4884,-26.8,9.0,0.0023285836995914798
4885,-26.8,10.0,0.005001163524354658
4886,-26.8,11.0,0.0021064032177083463
4887,-26.8,12.0,0.00035469596575667974
4888,-26.8,13.0,0.001701621265733894
4889,-26.8,14.0,0.004023952147669474
4890,-26.8,15.0,0.0017610901518578723
4891,-26.8,16.0,0.0015461942506519637
4892,-26.8,17.0,0.003452553533758445
4893,-26.8,18.0,0.001420581894600845
4894,-26.8,19.0,0.0001950132659078686
4895,-26.8,20.0,0.00117128438104952
4896,-26.8,21.0,0.0028430634554065296
4897,-26.8,22.0,0.0011628612860910708
4898,-26.8,23.0,8.621586433783315e-05
4899,-26.8,24.0,7.329002132542249e-06
4900,-26.8,25.0,4.915329589729575e-06
4901,-26.8,26.0,3.718676973645313e-06
4902,-26.8,27.0,2.799330689458891e-06
4903,-26.8,28.0,2.0960758604144624e-06
4904,-26.8,29.0,1.5611569841804267e-06
4905,-26.8,30.0,1.1565723121155453e-06
4906,-26.8,31.0,8.522863239938174e-07
4907,-26.8,32.0,6.247189303183485e-07
4908,-26.8,33.0,4.5548088552698513e-07
4909,-26.8,34.0,3.303253717264157e-07
4910,-26.8,35.0,2.382867807650966e-07
4911,-26.8,36.0,1.709795521866508e-07
4912,-26.8,37.0,1.2203223977575408e-07
4913,-26.8,38.0,8.663455556668178e-08
4914,-26.8,39.0,6.117780192127136e-08
4915,-26.8,40.0,4.297171859684979e-08
4916,-26.8,41.0,3.002325022948475e-08
4917,-26.8,42.0,2.08650203008787e-08
4918,-26.8,43.0,1.4423346462278647e-08
4919,-26.8,44.0,9.917435287750835e-09
4920,-26.8,45.0,6.782953314742789e-09
4921,-26.8,46.0,4.614497254842565e-09
4922,-26.8,47.0,3.1225979210264267e-09
4923,-26.8,48.0,2.1018119160654584e-09
4924,-26.8,49.0,1.4072062081274862e-09
4925,-26.8,50.0,9.37147051973282e-10
4926,-26.8,51.0,6.207887705929616e-10
4927,-26.8,52.0,4.0904027282040116e-10
4928,-26.8,53.0,2.6808616008537937e-10
4929,-26.8,54.0,1.7477078086625362e-10
4930,-26.8,55.0,1.1333116854713369e-10
4931,-26.8,56.0,7.309977066801984e-11
4932,-26.8,57.0,4.6899560157099466e-11
4933,-26.8,58.0,2.993006310857253e-11
4934,-26.8,59.0,1.899908137672931e-11
4935,-26.8,60.0,1.19961995334959e-11
4936,-26.8,61.0,7.534264562245157e-12
4937,-26.8,62.0,4.706782814653522e-12
4938,-26.8,63.0,2.924782392166286e-12
4939,-26.8,64.0,1.8077945277774398e-12
4940,-26.8,65.0,1.111451926317374e-12
4941,-26.8,66.0,6.797017777724856e-13
4942,-26.8,67.0,4.134587966267704e-13
4943,-26.8,68.0,2.5016824060955057e-13
4944,-26.8,69.0,1.5056298618112387e-13
4945,-26.8,70.0,9.013435861606725e-14
4946,-26.8,71.0,5.3672105580445236e-14
4947,-26.8,72.0,3.179018104153285e-14
4948,-26.8,73.0,1.8729383258192174e-14
4949,-26.8,74.0,1.097589793045553e-14
4950,-26.7,-75.0,1.2440100317534442e-05
4951,-26.7,-74.0,1.604825969998773e-05
4952,-26.7,-73.0,2.0592928534330827e-05
4953,-26.7,-72.0,2.6284177324976986e-05
4954,-26.7,-71.0,3.3370043450094096e-05
4955,-26.7,-70.0,4.214104135203418e-05
4956,-26.7,-69.0,5.293462758243933e-05
4957,-26.7,-68.0,6.613944833411027e-05
4958,-26.7,-67.0,8.219916045107283e-05
4959,-26.7,-66.0,0.00010161558062967605
4960,-26.7,-65.0,0.00012495088363984397
4961,-26.7,-64.0,0.00015282854131583315
4962,-26.7,-63.0,0.000185932672513109
4963,-26.7,-62.0,0.00022500546313975432
4964,-26.7,-61.0,0.0002708423177600707
4965,-26.7,-60.0,0.00032428442304621664
4966,-26.7,-59.0,0.0003862084411208309
4967,-26.7,-58.0,0.0004575131096430994
4968,-26.7,-57.0,0.0005391026066024267
4969,-26.7,-56.0,0.0006318666414198864
4970,-26.7,-55.0,0.0007366573590816643
4971,-26.7,-54.0,0.0008542632881683932
4972,-26.7,-53.0,0.000985380722779758
4973,-26.7,-52.0,0.0011305830968917794
4974,-26.7,-51.0,0.0012902890805358532
